index,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
23629,"Kanpur, India",09-05-2015,Signature,Food,F,202055,2015,May
23630,"Chennai, India",02-12-2013,Gold,Food,M,214499,2013,December
23631,"Surat, India",08-02-2014,Signature,Bills,M,51512,2014,February
23632,"Lucknow, India",20-01-2015,Platinum,Food,F,93813,2015,January
23633,"Kolkata, India",18-07-2014,Signature,Grocery,F,197000,2014,July
23634,"Jaipur, India",01-03-2014,Silver,Food,F,140595,2014,March
23635,"Jaipur, India",26-10-2013,Silver,Grocery,M,239704,2013,October
23636,"Jaipur, India",28-03-2015,Platinum,Food,M,74933,2015,March
23637,"Jaipur, India",02-07-2014,Silver,Grocery,M,118239,2014,July
23638,"Surat, India",05-04-2014,Signature,Entertainment,M,94967,2014,April
23639,"Kolkata, India",14-04-2015,Signature,Food,F,43733,2015,April
23640,"Jaipur, India",14-05-2015,Platinum,Grocery,F,38459,2015,May
23641,"Surat, India",13-07-2014,Signature,Fuel,F,209997,2014,July
23642,"Lucknow, India",11-05-2014,Gold,Entertainment,F,10606,2014,May
23643,"Chennai, India",01-01-2014,Gold,Grocery,M,129379,2014,January
23644,"Kolkata, India",27-09-2014,Platinum,Entertainment,F,46023,2014,September
23645,"Jaipur, India",03-11-2013,Signature,Food,F,182011,2013,November
23646,"Hyderabad, India",25-07-2014,Signature,Fuel,M,24631,2014,July
23647,"Hyderabad, India",04-10-2013,Gold,Food,F,80058,2013,October
23648,"Pune, India",22-05-2015,Signature,Fuel,M,249698,2015,May
23649,"Kanpur, India",10-04-2015,Platinum,Food,F,228180,2015,April
23650,"Lucknow, India",09-02-2015,Silver,Food,M,182769,2015,February
23651,"Kolkata, India",07-05-2015,Silver,Entertainment,F,72109,2015,May
23652,"Hyderabad, India",28-03-2015,Gold,Grocery,F,37750,2015,March
23653,"Kolkata, India",06-03-2015,Platinum,Grocery,F,177480,2015,March
23654,"Lucknow, India",02-05-2015,Silver,Entertainment,M,62787,2015,May
23655,"Kanpur, India",30-03-2014,Gold,Entertainment,M,26736,2014,March
23656,"Chennai, India",24-03-2014,Platinum,Fuel,F,154024,2014,March
23657,"Surat, India",01-01-2014,Platinum,Food,M,86731,2014,January
23658,"Surat, India",20-08-2014,Gold,Fuel,M,112932,2014,August
23659,"Kanpur, India",23-02-2014,Silver,Fuel,F,211431,2014,February
23660,"Kanpur, India",14-05-2015,Gold,Food,M,125535,2015,May
23661,"Lucknow, India",01-07-2014,Gold,Fuel,F,218141,2014,July
23662,"Kanpur, India",03-03-2015,Gold,Fuel,M,30285,2015,March
23663,"Jaipur, India",21-12-2014,Signature,Bills,M,105668,2014,December
23664,"Hyderabad, India",24-05-2015,Silver,Food,F,240147,2015,May
23665,"Chennai, India",08-04-2014,Signature,Fuel,M,39099,2014,April
23666,"Hyderabad, India",29-12-2014,Signature,Entertainment,F,156891,2014,December
23667,"Pune, India",11-03-2014,Gold,Fuel,F,2110,2014,March
23668,"Jaipur, India",23-04-2014,Signature,Bills,M,67584,2014,April
23669,"Chennai, India",03-08-2014,Silver,Bills,M,120047,2014,August
23670,"Pune, India",27-11-2014,Signature,Entertainment,M,199370,2014,November
23671,"Surat, India",15-06-2014,Gold,Fuel,M,42533,2014,June
23672,"Pune, India",08-04-2014,Signature,Grocery,F,284129,2014,April
23673,"Pune, India",15-09-2014,Gold,Fuel,F,88577,2014,September
23674,"Surat, India",07-01-2014,Signature,Entertainment,F,268107,2014,January
23675,"Kanpur, India",02-12-2013,Signature,Food,F,270798,2013,December
23676,"Pune, India",11-01-2014,Silver,Bills,M,156294,2014,January
23677,"Chennai, India",02-03-2015,Silver,Fuel,M,271069,2015,March
23678,"Chennai, India",04-07-2014,Signature,Food,M,4325,2014,July
23679,"Lucknow, India",15-10-2013,Gold,Bills,F,111556,2013,October
23680,"Jaipur, India",20-03-2014,Platinum,Fuel,F,175267,2014,March
23681,"Kolkata, India",04-03-2015,Gold,Fuel,F,6897,2015,March
23682,"Jaipur, India",17-07-2014,Gold,Food,F,104935,2014,July
23683,"Pune, India",30-07-2014,Silver,Entertainment,M,110602,2014,July
23684,"Surat, India",07-04-2015,Silver,Entertainment,M,281068,2015,April
23685,"Hyderabad, India",11-04-2014,Gold,Entertainment,F,184473,2014,April
23686,"Jaipur, India",12-03-2014,Gold,Fuel,M,149629,2014,March
23687,"Kanpur, India",30-05-2014,Signature,Fuel,F,154957,2014,May
23688,"Kanpur, India",03-05-2014,Gold,Bills,M,59806,2014,May
23689,"Lucknow, India",29-12-2014,Silver,Entertainment,F,78536,2014,December
23690,"Kolkata, India",12-08-2014,Platinum,Food,F,187067,2014,August
23691,"Chennai, India",04-10-2013,Gold,Grocery,M,27511,2013,October
23692,"Pune, India",05-10-2013,Silver,Grocery,M,254534,2013,October
23693,"Kanpur, India",28-03-2014,Platinum,Food,F,207037,2014,March
23694,"Surat, India",05-05-2015,Platinum,Grocery,F,107869,2015,May
23695,"Kanpur, India",20-07-2014,Signature,Bills,F,49616,2014,July
23696,"Pune, India",25-01-2014,Platinum,Grocery,M,288041,2014,January
23697,"Chennai, India",17-03-2015,Gold,Fuel,M,282853,2015,March
23698,"Kolkata, India",22-12-2013,Silver,Food,M,80935,2013,December
23699,"Kanpur, India",17-12-2014,Platinum,Fuel,M,249741,2014,December
23700,"Kanpur, India",15-11-2014,Signature,Entertainment,M,14958,2014,November
23701,"Lucknow, India",03-02-2015,Silver,Grocery,M,34903,2015,February
23702,"Kolkata, India",23-05-2014,Silver,Bills,M,268178,2014,May
23703,"Chennai, India",10-11-2014,Platinum,Bills,F,73837,2014,November
23704,"Lucknow, India",11-08-2014,Platinum,Grocery,F,216336,2014,August
23705,"Pune, India",21-08-2014,Silver,Food,F,91345,2014,August
23706,"Jaipur, India",17-05-2015,Platinum,Food,F,78680,2015,May
23707,"Hyderabad, India",08-04-2015,Platinum,Bills,F,81986,2015,April
23708,"Hyderabad, India",03-08-2014,Platinum,Bills,M,247235,2014,August
23709,"Kolkata, India",11-08-2014,Gold,Grocery,M,274198,2014,August
23710,"Hyderabad, India",09-10-2014,Silver,Fuel,F,202598,2014,October
23711,"Jaipur, India",19-10-2013,Gold,Food,F,242798,2013,October
23712,"Jaipur, India",03-05-2014,Signature,Grocery,M,29952,2014,May
23713,"Jaipur, India",27-12-2014,Platinum,Bills,M,86589,2014,December
23714,"Surat, India",30-06-2014,Platinum,Grocery,M,111376,2014,June
23715,"Jaipur, India",25-12-2013,Platinum,Bills,M,4335,2013,December
23716,"Jaipur, India",25-04-2014,Gold,Fuel,F,106256,2014,April
23717,"Jaipur, India",12-03-2014,Silver,Entertainment,M,94301,2014,March
23718,"Pune, India",20-02-2015,Silver,Entertainment,F,13906,2015,February
23719,"Lucknow, India",10-09-2014,Signature,Fuel,M,25245,2014,September
23720,"Jaipur, India",31-03-2014,Signature,Entertainment,M,38362,2014,March
23721,"Jaipur, India",03-09-2014,Silver,Bills,M,53647,2014,September
23722,"Pune, India",06-02-2014,Platinum,Food,M,220030,2014,February
23723,"Hyderabad, India",21-12-2014,Signature,Grocery,F,64367,2014,December
23724,"Chennai, India",08-10-2013,Platinum,Bills,F,235249,2013,October
23725,"Hyderabad, India",11-10-2013,Silver,Fuel,M,18209,2013,October
23726,"Jaipur, India",15-01-2014,Platinum,Bills,F,145317,2014,January
23727,"Chennai, India",27-12-2013,Platinum,Food,F,134643,2013,December
23728,"Pune, India",02-09-2014,Platinum,Bills,M,3691,2014,September
23729,"Kolkata, India",08-12-2013,Silver,Fuel,M,111206,2013,December
23730,"Kanpur, India",20-10-2013,Signature,Bills,F,223317,2013,October
23731,"Kolkata, India",15-01-2015,Platinum,Entertainment,M,119430,2015,January
23732,"Lucknow, India",30-01-2014,Platinum,Food,F,114326,2014,January
23733,"Kolkata, India",13-04-2015,Signature,Grocery,F,229604,2015,April
23734,"Surat, India",02-02-2015,Silver,Grocery,F,17526,2015,February
23735,"Chennai, India",04-02-2015,Gold,Food,F,278950,2015,February
23736,"Hyderabad, India",19-05-2014,Signature,Fuel,F,195668,2014,May
23737,"Lucknow, India",17-04-2014,Silver,Bills,F,66301,2014,April
23738,"Pune, India",13-05-2015,Silver,Entertainment,M,78194,2015,May
23739,"Kanpur, India",14-05-2015,Platinum,Fuel,F,171842,2015,May
23740,"Chennai, India",11-07-2014,Signature,Fuel,F,159214,2014,July
23741,"Jaipur, India",07-02-2014,Platinum,Entertainment,M,115928,2014,February
23742,"Hyderabad, India",27-03-2014,Platinum,Bills,M,237522,2014,March
23743,"Hyderabad, India",15-01-2015,Platinum,Bills,M,77451,2015,January
23744,"Jaipur, India",23-11-2014,Platinum,Entertainment,F,91245,2014,November
23745,"Pune, India",08-02-2014,Platinum,Bills,M,56094,2014,February
23746,"Lucknow, India",22-11-2013,Platinum,Food,M,263071,2013,November
23747,"Hyderabad, India",13-09-2014,Platinum,Entertainment,F,269765,2014,September
23748,"Pune, India",27-11-2013,Silver,Entertainment,F,267409,2013,November
23749,"Pune, India",02-12-2014,Gold,Grocery,M,174459,2014,December
23750,"Kanpur, India",07-10-2014,Silver,Fuel,M,113792,2014,October
23751,"Kolkata, India",10-03-2014,Gold,Entertainment,F,2830,2014,March
23752,"Hyderabad, India",28-11-2014,Gold,Food,M,105732,2014,November
23753,"Kolkata, India",03-12-2014,Gold,Bills,M,211157,2014,December
23754,"Kolkata, India",02-01-2014,Signature,Food,F,220453,2014,January
23755,"Surat, India",23-12-2013,Signature,Entertainment,M,135544,2013,December
23756,"Surat, India",19-09-2014,Signature,Fuel,F,289200,2014,September
23757,"Hyderabad, India",30-11-2013,Signature,Grocery,F,173922,2013,November
23758,"Surat, India",30-12-2013,Signature,Food,M,15377,2013,December
23759,"Lucknow, India",05-12-2013,Gold,Grocery,F,39349,2013,December
23760,"Kanpur, India",19-05-2015,Silver,Food,M,138848,2015,May
23761,"Kolkata, India",10-06-2014,Silver,Entertainment,F,178983,2014,June
23762,"Kolkata, India",08-07-2014,Platinum,Bills,F,278294,2014,July
23763,"Kolkata, India",25-01-2015,Gold,Food,F,173980,2015,January
23764,"Surat, India",10-05-2014,Signature,Entertainment,M,185079,2014,May
23765,"Pune, India",27-07-2014,Signature,Fuel,M,10502,2014,July
23766,"Pune, India",19-10-2013,Silver,Bills,M,222712,2013,October
23767,"Kanpur, India",08-03-2015,Gold,Bills,M,274528,2015,March
23768,"Lucknow, India",12-12-2013,Silver,Bills,F,257966,2013,December
23769,"Hyderabad, India",07-02-2015,Silver,Grocery,F,190107,2015,February
23770,"Kolkata, India",12-03-2014,Signature,Fuel,F,240259,2014,March
23771,"Pune, India",11-10-2013,Signature,Fuel,F,130409,2013,October
23772,"Kanpur, India",19-09-2014,Silver,Entertainment,M,282978,2014,September
23773,"Hyderabad, India",11-10-2013,Silver,Bills,M,294416,2013,October
23774,"Chennai, India",06-02-2014,Silver,Grocery,M,292790,2014,February
23775,"Lucknow, India",13-05-2014,Platinum,Grocery,M,46727,2014,May
23776,"Kolkata, India",30-07-2014,Platinum,Bills,F,260665,2014,July
23777,"Surat, India",06-12-2014,Gold,Grocery,M,106206,2014,December
23778,"Kanpur, India",30-05-2014,Signature,Fuel,F,158186,2014,May
23779,"Kolkata, India",26-02-2014,Silver,Entertainment,M,277985,2014,February
23780,"Pune, India",03-04-2014,Gold,Bills,F,256269,2014,April
23781,"Surat, India",10-05-2014,Signature,Grocery,F,84213,2014,May
23782,"Lucknow, India",02-08-2014,Silver,Bills,M,153790,2014,August
23783,"Lucknow, India",08-12-2014,Platinum,Bills,F,65143,2014,December
23784,"Chennai, India",09-04-2015,Silver,Entertainment,M,117059,2015,April
23785,"Jaipur, India",29-08-2014,Signature,Entertainment,F,153703,2014,August
23786,"Kanpur, India",04-10-2013,Signature,Bills,M,29774,2013,October
23787,"Chennai, India",02-04-2015,Platinum,Entertainment,F,249427,2015,April
23788,"Surat, India",07-01-2015,Silver,Bills,F,159554,2015,January
23789,"Hyderabad, India",15-02-2015,Platinum,Bills,F,161427,2015,February
23790,"Kolkata, India",23-01-2014,Gold,Food,F,235149,2014,January
23791,"Surat, India",27-11-2014,Signature,Entertainment,F,242982,2014,November
23792,"Kanpur, India",16-02-2015,Signature,Bills,F,265925,2015,February
23793,"Chennai, India",19-11-2013,Gold,Food,M,203443,2013,November
23794,"Jaipur, India",05-10-2014,Silver,Grocery,F,88930,2014,October
23795,"Hyderabad, India",26-08-2014,Silver,Grocery,M,35504,2014,August
23796,"Chennai, India",13-09-2014,Gold,Bills,M,59357,2014,September
23797,"Jaipur, India",16-10-2014,Signature,Grocery,M,58819,2014,October
23798,"Surat, India",09-01-2015,Silver,Food,F,218263,2015,January
23799,"Pune, India",20-01-2014,Platinum,Grocery,M,295911,2014,January
23800,"Hyderabad, India",05-09-2014,Signature,Food,M,268852,2014,September
23801,"Kolkata, India",26-08-2014,Signature,Bills,M,174511,2014,August
23802,"Lucknow, India",03-12-2013,Signature,Grocery,F,166840,2013,December
23803,"Lucknow, India",09-10-2013,Silver,Entertainment,F,35817,2013,October
23804,"Jaipur, India",24-01-2014,Gold,Fuel,F,178167,2014,January
23805,"Kanpur, India",23-12-2013,Gold,Food,M,158404,2013,December
23806,"Kanpur, India",15-02-2014,Silver,Grocery,M,131975,2014,February
23807,"Hyderabad, India",21-03-2015,Platinum,Grocery,M,148125,2015,March
23808,"Kolkata, India",03-02-2014,Signature,Grocery,M,168354,2014,February
23809,"Jaipur, India",10-12-2013,Platinum,Entertainment,M,237269,2013,December
23810,"Jaipur, India",07-09-2014,Signature,Food,M,252372,2014,September
23811,"Pune, India",01-09-2014,Gold,Food,M,105097,2014,September
23812,"Lucknow, India",17-06-2014,Signature,Grocery,F,114872,2014,June
23813,"Kanpur, India",10-11-2013,Gold,Bills,M,200253,2013,November
23814,"Surat, India",05-02-2015,Platinum,Grocery,M,251058,2015,February
23815,"Surat, India",16-05-2015,Silver,Grocery,M,237658,2015,May
23816,"Pune, India",05-11-2013,Silver,Grocery,M,250675,2013,November
23817,"Surat, India",09-04-2014,Platinum,Grocery,M,114049,2014,April
23818,"Kanpur, India",19-09-2014,Gold,Entertainment,F,228384,2014,September
23819,"Hyderabad, India",06-10-2014,Gold,Bills,F,262466,2014,October
23820,"Lucknow, India",10-12-2013,Silver,Entertainment,M,191438,2013,December
23821,"Hyderabad, India",27-03-2015,Gold,Bills,M,72846,2015,March
23822,"Kanpur, India",12-11-2013,Signature,Entertainment,M,71285,2013,November
23823,"Lucknow, India",05-03-2015,Platinum,Fuel,M,166189,2015,March
23824,"Surat, India",19-02-2015,Platinum,Bills,M,239884,2015,February
23825,"Pune, India",19-02-2014,Platinum,Food,F,202003,2014,February
23826,"Kanpur, India",18-03-2015,Silver,Food,F,178702,2015,March
23827,"Hyderabad, India",29-08-2014,Gold,Bills,F,77995,2014,August
23828,"Kolkata, India",24-12-2013,Gold,Entertainment,F,132164,2013,December
23829,"Jaipur, India",10-01-2015,Platinum,Food,F,77817,2015,January
23830,"Pune, India",14-07-2014,Signature,Bills,M,55728,2014,July
23831,"Hyderabad, India",10-05-2014,Gold,Bills,M,119284,2014,May
23832,"Pune, India",12-02-2014,Silver,Fuel,F,72955,2014,February
23833,"Kanpur, India",19-05-2015,Signature,Entertainment,M,212581,2015,May
23834,"Jaipur, India",13-12-2013,Platinum,Fuel,M,286475,2013,December
23835,"Hyderabad, India",25-12-2013,Signature,Entertainment,M,47816,2013,December
23836,"Kolkata, India",11-10-2013,Gold,Fuel,F,208003,2013,October
23837,"Chennai, India",12-10-2014,Silver,Entertainment,M,294161,2014,October
23838,"Chennai, India",15-12-2013,Signature,Entertainment,M,95373,2013,December
23839,"Kanpur, India",19-02-2014,Platinum,Bills,F,174210,2014,February
23840,"Kanpur, India",19-08-2014,Platinum,Food,F,52143,2014,August
23841,"Kolkata, India",07-04-2014,Platinum,Entertainment,F,70720,2014,April
23842,"Chennai, India",09-02-2015,Silver,Food,F,240884,2015,February
23843,"Hyderabad, India",27-09-2014,Silver,Fuel,M,232488,2014,September
23844,"Jaipur, India",13-11-2013,Silver,Fuel,F,270366,2013,November
23845,"Lucknow, India",16-11-2014,Gold,Bills,F,232478,2014,November
23846,"Pune, India",13-12-2013,Platinum,Food,F,35817,2013,December
23847,"Kanpur, India",26-11-2013,Silver,Grocery,F,72265,2013,November
23848,"Kolkata, India",27-04-2014,Silver,Fuel,F,156389,2014,April
23849,"Jaipur, India",25-04-2015,Gold,Grocery,M,226203,2015,April
23850,"Kanpur, India",24-11-2014,Platinum,Food,F,164500,2014,November
23851,"Jaipur, India",21-02-2015,Gold,Fuel,M,45909,2015,February
23852,"Hyderabad, India",27-09-2014,Signature,Grocery,M,292919,2014,September
23853,"Kanpur, India",28-09-2014,Platinum,Fuel,F,298327,2014,September
23854,"Kolkata, India",27-06-2014,Platinum,Entertainment,M,66680,2014,June
23855,"Chennai, India",16-07-2014,Signature,Bills,F,79348,2014,July
23856,"Chennai, India",02-07-2014,Silver,Grocery,F,233213,2014,July
23857,"Kolkata, India",11-10-2014,Signature,Food,F,233557,2014,October
23858,"Chennai, India",25-11-2013,Silver,Entertainment,M,122302,2013,November
23859,"Lucknow, India",10-05-2014,Silver,Food,F,286811,2014,May
23860,"Surat, India",20-07-2014,Signature,Entertainment,F,278595,2014,July
23861,"Hyderabad, India",08-11-2014,Signature,Grocery,M,247964,2014,November
23862,"Jaipur, India",22-02-2014,Signature,Fuel,M,206640,2014,February
23863,"Jaipur, India",05-06-2014,Silver,Bills,F,84718,2014,June
23864,"Lucknow, India",15-10-2013,Signature,Bills,M,25229,2013,October
23865,"Kolkata, India",23-04-2014,Platinum,Food,M,153128,2014,April
23866,"Hyderabad, India",24-01-2014,Gold,Fuel,F,169876,2014,January
23867,"Pune, India",03-04-2015,Silver,Entertainment,M,226935,2015,April
23868,"Hyderabad, India",29-11-2013,Gold,Food,F,107172,2013,November
23869,"Hyderabad, India",30-05-2014,Gold,Food,F,87290,2014,May
23870,"Jaipur, India",17-02-2015,Signature,Entertainment,F,273788,2015,February
23871,"Pune, India",12-02-2015,Platinum,Entertainment,M,279466,2015,February
23872,"Kolkata, India",11-12-2014,Silver,Fuel,F,89081,2014,December
23873,"Hyderabad, India",09-04-2014,Platinum,Food,F,105208,2014,April
23874,"Chennai, India",19-11-2014,Signature,Entertainment,M,245428,2014,November
23875,"Jaipur, India",22-02-2015,Platinum,Fuel,F,35071,2015,February
23876,"Pune, India",28-10-2013,Silver,Fuel,M,131392,2013,October
23877,"Kolkata, India",04-01-2015,Silver,Bills,F,139187,2015,January
23878,"Lucknow, India",26-02-2014,Gold,Grocery,F,80724,2014,February
23879,"Surat, India",17-05-2015,Gold,Food,F,145049,2015,May
23880,"Kolkata, India",01-05-2014,Platinum,Bills,M,29517,2014,May
23881,"Pune, India",24-03-2015,Signature,Entertainment,F,22845,2015,March
23882,"Lucknow, India",18-10-2013,Silver,Bills,F,87760,2013,October
23883,"Pune, India",29-11-2014,Signature,Grocery,M,117989,2014,November
23884,"Jaipur, India",09-07-2014,Silver,Bills,F,265290,2014,July
23885,"Lucknow, India",13-10-2013,Gold,Bills,M,261694,2013,October
23886,"Surat, India",14-07-2014,Silver,Entertainment,M,264493,2014,July
23887,"Chennai, India",23-12-2014,Gold,Grocery,M,65902,2014,December
23888,"Kanpur, India",22-09-2014,Signature,Grocery,M,184040,2014,September
23889,"Pune, India",21-12-2013,Gold,Fuel,F,177391,2013,December
23890,"Surat, India",06-07-2014,Platinum,Fuel,F,273944,2014,July
23891,"Lucknow, India",19-11-2013,Silver,Bills,M,28663,2013,November
